年度,學號,
107,07141227,"S,R,A"
107,07141226,"S,R,A"
107,07141225,"C,R"
107,07141224,"S,C,E"
107,07141222,"C,E"
107,07141221,"S,C,R"
107,07141220,"A,S,R"
107,07141219,"C,R,A,E"
107,07141218,"C,S,I"
107,07141217,"C,S,R"
107,07141216,"S,C,R"
107,07141214,"I,R,C"
107,07141213,"S,C"
107,07141212,"R,S,C,I"
107,07141211,"A,E,S"
107,07141210,"A,R"
107,07141209,"S,R"
107,07141208,"I,C,R"
107,07141207,"R,A,E"
107,07141206,"E,S,R"
107,07141205,"E,R,S"
107,07141204,"E,S"
107,07141203,"S,R"
107,07141202,"A,S,E"
107,07141201,"A,S,E"
107,07141157,"R,S,C,E"
107,07141156,"A,S,R"
107,07141155,"I,R,A"
107,07141154,"S,I"
107,07141153,"E,C"
107,07141152,"C,I,R"
107,07141149,"A,R,S"
107,07141146,"A,C,E"
107,07141144,"R,C,I"
107,07141142,"A,S,C"
107,07141141,"C,R"
107,07141139,"A,I,R,S"
107,07141138,"S,R,I"
107,07141137,"S,I"
107,07141134,"I,R,S"
107,07141133,"C,S,A,R"
107,07141132,"S,A,I"
107,07141129,"S,E"
107,07141128,"C,E"
107,07141127,"C,R,A"
107,07141126,"E,A,R,S"
107,07141125,"A,S"
107,07141124,"A,S,E"
107,07141123,"E,S,A"
107,07141122,S
107,07141121,S
107,07141119,"R,C,S"
107,07141118,"S,I"
107,07141117,"I,A,E"
107,07141115,"A,I"
107,07141113,"C,R,S"
107,07141112,"A,E,S"
107,07141111,"C,I,R"
107,07141110,"I,R,S"
107,07141109,"I,R"
107,07141108,"A,S,I"
107,07141107,"S,C,E"
107,07141106,"I,E,S"
107,07141105,"C,R,S"
107,07141103,"A,I,R"
107,07141101,R
107,07135902,"I,A,C,S"
107,07135901,"I,R"
107,07135078,"A,I,R"
107,07135077,"A,I,S"
107,07135076,"E,I,R"
107,07135075,"R,I,S"
107,07135074,"S,R,E"
107,07135063,"A,S,R"
107,07135060,"I,S,E"
107,07135059,"S,R,A"
107,07135058,"R,S,I"
107,07135057,"I,S,C"
107,07135056,"S,C,A"
107,07135055,"S,R"
107,07135054,"S,I,C"
107,07135053,"S,R"
107,07135052,"I,A,C,E"
107,07135051,"S,C,R"
107,07135050,"S,R"
107,07135049,"S,I,R"
107,07135048,"S,C,R"
107,07135047,"R,S,C"
107,07135046,"A,E,I,S"
107,07135045,"S,A,C"
107,07135044,"S,A"
107,07135043,"A,S,E"
107,07135042,"A,S"
107,07135041,"S,C"
107,07135040,"A,S"
107,07135039,"E,A,I,S"
107,07135037,I
107,07135036,"A,S,I"
107,07135034,"A,I,R"
107,07135033,"S,I,R"
107,07135032,"S,C"
107,07135031,"S,E,R"
107,07135030,"A,E,S"
107,07135029,"S,R,C"
107,07135028,"A,C,S"
107,07135027,"C,I"
107,07135025,"C,I,S"
107,07135024,"C,A,S"
107,07135023,"C,S,I"
107,07135022,"S,E,I"
107,07135020,"C,I"
107,07135019,"A,S,I"
107,07135018,"R,S,A,I"
107,07135017,"A,S"
107,07135016,"S,R"
107,07135015,"S,C,I"
107,07135014,"S,A,R"
107,07135013,"A,C,R"
107,07135012,"I,R,S"
107,07135011,"S,C,I"
107,07135010,"R,S"
107,07135009,"S,R"
107,07135008,"S,C,A"
107,07135007,"I,R,C"
107,07135005,"E,A,S"
107,07135003,"I,A,R"
107,07135001,"I,R"
107,07134060,"E,I"
107,07134059,"I,C,R"
107,07134058,"R,S"
107,07134057,"C,E,R"
107,07134056,"I,S"
107,07134055,"I,S,A"
107,07134054,"S,E,A"
107,07134053,"A,I,R"
107,07134052,"S,I,A"
107,07134051,"A,C,E"
107,07134050,"C,E,I,S"
107,07134049,"R,S,C"
107,07134047,"A,C,I"
107,07134046,"I,R,S"
107,07134045,"I,A,E"
107,07134043,"I,R,S"
107,07134042,"I,A,R"
107,07134041,"E,C,S"
107,07134040,"S,I"
107,07134039,"S,I,A"
107,07134038,"I,R,A"
107,07134037,"E,C,I"
107,07134036,"S,C,I"
107,07134035,"I,S,C"
107,07134034,"I,R,C"
107,07134033,"I,R,S"
107,07134032,"R,C,S"
107,07134031,"A,I"
107,07134030,"C,I,R"
107,07134029,"I,S"
107,07134028,"E,S,C"
107,07134027,"I,A,S"
107,07134026,"A,I,R"
107,07134025,"I,C,R,S"
107,07134024,"I,S"
107,07134023,"A,I,S"
107,07134022,"I,S,A"
107,07134021,"I,A,R"
107,07134020,"I,C,R"
107,07134019,"A,I,R"
107,07134018,"I,R,A"
107,07134017,"I,C,R"
107,07134015,"A,I,R"
107,07134014,"I,E"
107,07134013,"C,A,E"
107,07134012,"I,E,R,S"
107,07134011,"A,R,I"
107,07134010,"A,I,E"
107,07134008,"I,S"
107,07134007,"A,I,R"
107,07134006,"I,S,C"
107,07134005,"R,I"
107,07134004,"I,R,S"
107,07134003,"E,S,R"
107,07134002,"I,C,R"
107,07134001,"S,C"
107,07133059,"I,R,S"
107,07133058,"E,I,R"
107,07133057,"R,I,S"
107,07133056,"I,R,A,C"
107,07133055,"I,R,C,S"
107,07133054,"I,R,E"
107,07133053,"I,C"
107,07133051,"I,C,S"
107,07133050,"I,R,E"
107,07133049,"I,R"
107,07133048,"I,R"
107,07133047,"I,E,R"
107,07133046,"I,C"
107,07133045,"A,I,R,S"
107,07133044,"R,I"
107,07133043,"I,R,C"
107,07133042,"I,R"
107,07133041,"A,I,C,R"
107,07133040,"I,R"
107,07133039,"C,R,S"
107,07133038,"I,S,R"
107,07133037,"R,I,A"
107,07133036,"I,C,R"
107,07133035,"C,E"
107,07133034,"A,I,R"
107,07133033,"I,C"
107,07133032,"I,R"
107,07133031,"R,S,I"
107,07133029,"E,I,A,S"
107,07133028,"I,R"
107,07133027,"A,I,S"
107,07133026,R
107,07133025,"R,C,I,S"
107,07133023,"I,S"
107,07133022,"I,C,R,S"
107,07133020,"I,R"
107,07133019,"R,I"
107,07133017,"R,E,I"
107,07133016,"I,R"
107,07133015,"R,I,A"
107,07133014,"C,I,E,S"
107,07133013,"I,R,S"
107,07133011,"I,R,S"
107,07133010,"C,E"
107,07133009,"I,S"
107,07133008,"I,C,R"
107,07133007,"I,R,A"
107,07133006,"C,I,R,S"
107,07133005,"I,R,S"
107,07133004,"I,R"
107,07133002,"A,C,E"
107,07132060,"A,I,R"
107,07132059,"A,I,S"
107,07132058,"I,R"
107,07132057,"I,R,S"
107,07132056,"I,S,A,R"
107,07132055,"S,A,C"
107,07132054,"A,I"
107,07132053,"R,I"
107,07132052,"R,I"
107,07132051,"A,R,S"
107,07132050,"R,A,I"
107,07132049,"R,S"
107,07132048,"A,S"
107,07132046,"A,R,S"
107,07132045,"A,S,I,R"
107,07132044,"R,I,C"
107,07132043,"I,R"
107,07132042,"I,A,E"
107,07132041,R
107,07132040,"I,R"
107,07132039,"S,R,I"
107,07132038,"R,A,S"
107,07132037,"I,C,R,S"
107,07132036,"E,R,I,S"
107,07132035,"S,C,I,R"
107,07132034,"R,E,I,S"
107,07132033,"A,E,I,R"
107,07132032,"S,E,R"
107,07132031,"R,S,I"
107,07132030,"I,R"
107,07132029,"R,I,A"
107,07132028,"A,C,E"
107,07132026,"S,R,I"
107,07132025,"R,C,I"
107,07132024,"I,R"
107,07132023,"S,I,R"
107,07132022,"I,R,C"
107,07132021,"R,I"
107,07132020,"C,S,R"
107,07132018,"I,R,C"
107,07132017,"R,I,S"
107,07132016,"I,S"
107,07132015,"S,A,I,R"
107,07132014,"A,S"
107,07132013,"I,E"
107,07132012,"I,C,A"
107,07132011,"R,I,C"
107,07132010,"I,C,R"
107,07132009,"I,A,C,R"
107,07132008,"C,E,I,R"
107,07132006,"I,C,E"
107,07132005,"I,S,R"
107,07132004,"I,R,C"
107,07132003,"I,C,R"
107,07132002,"C,I,R"
107,07132001,"I,R"
107,07131060,"E,I,R"
107,07131059,"S,A,C"
107,07131058,"I,S"
107,07131057,"R,I"
107,07131055,"C,R,I,S"
107,07131054,"A,E,S"
107,07131053,"I,R,A"
107,07131052,"A,R,I"
107,07131051,"C,R,E"
107,07131050,"A,S,I"
107,07131048,"A,R"
107,07131047,"R,C,S"
107,07131046,"C,I,R,S"
107,07131045,"S,I"
107,07131044,"I,R"
107,07131043,"C,S,R"
107,07131041,"I,R,S"
107,07131040,"I,C,E,R"
107,07131039,"A,R,S"
107,07131038,"R,C,I"
107,07131037,"C,I,R"
107,07131035,"S,C,I,R"
107,07131034,"R,I,S"
107,07131033,"S,A"
107,07131032,"S,C"
107,07131031,"E,R"
107,07131030,"I,R,C"
107,07131029,"I,R,C"
107,07131028,"I,R,C"
107,07131027,"R,I,S"
107,07131026,"A,I,S"
107,07131025,C
107,07131024,"I,R,S"
107,07131023,"I,R,C"
107,07131022,"S,R"
107,07131021,"I,C,R"
107,07131020,"I,R,A"
107,07131019,"S,C,I,R"
107,07131018,"A,C,R"
107,07131017,"I,A,R"
107,07131016,"S,A,R"
107,07131015,"R,A,C"
107,07131014,"I,A"
107,07131013,"I,R,C"
107,07131010,"I,R"
107,07131009,"I,R"
107,07131007,"A,E,I"
107,07131006,"S,C"
107,07131005,"R,S,C"
107,07131004,"S,I,R"
107,07131003,"C,R,S"
107,07131002,"I,R"
107,07131001,"C,R,S"
107,07123902,"C,I,S"
107,07123901,"A,S,C"
107,07123073,"A,S"
107,07123071,"I,E,R"
107,07123059,"S,A,R"
107,07123058,"A,C,R"
107,07123057,"S,R"
107,07123056,"A,S"
107,07123055,"S,A,R"
107,07123054,"A,E"
107,07123053,"S,A"
107,07123052,"A,R,I"
107,07123051,"S,I"
107,07123050,"S,A,E,I"
107,07123049,"R,S,I"
107,07123048,"E,A,I"
107,07123047,"S,C,E"
107,07123046,"C,E,I"
107,07123045,"S,A,R"
107,07123044,"R,A,S"
107,07123043,"E,S"
107,07123042,"S,C,I"
107,07123041,"E,S,A"
107,07123040,"A,C,R,S"
107,07123039,"A,S"
107,07123038,"A,R,S"
107,07123037,"C,S"
107,07123036,"I,S"
107,07123035,"C,E,A,S"
107,07123034,"S,R,E"
107,07123032,"A,E,I,R"
107,07123031,C
107,07123030,"I,S,C"
107,07123029,"A,C,R,S"
107,07123027,"S,A,E"
107,07123026,"A,S"
107,07123025,"S,E,R"
107,07123024,"A,I,R,S"
107,07123023,"S,E,A"
107,07123022,"E,S,A"
107,07123020,"S,E,R"
107,07123018,"E,R,S"
107,07123016,"A,E,S"
107,07123015,"A,R,S"
107,07123014,"S,A,I"
107,07123013,"S,E,A"
107,07123012,"R,S,C"
107,07123011,"C,S,I"
107,07123010,"S,A,C"
107,07123009,"C,R,S"
107,07123008,"E,C,I,S"
107,07123007,"S,I"
107,07123005,"E,S"
107,07123004,"A,E,S"
107,07123003,"I,C"
107,07123002,S
107,07122701,"C,I,S"
107,07122601,"A,S,R"
107,07122377,"S,A"
107,07122376,"A,I"
107,07122374,"I,S,A,R"
107,07122358,"R,A,E"
107,07122357,"A,R,S"
107,07122356,"R,A,S"
107,07122355,"R,S,C,E"
107,07122354,"I,R,A"
107,07122353,"A,C,E,S"
107,07122352,"A,S"
107,07122351,"A,S"
107,07122350,"A,C,R"
107,07122348,"A,S"
107,07122347,"S,R"
107,07122345,"R,S,C"
107,07122344,"A,R,S"
107,07122343,"R,S,C"
107,07122342,"S,A"
107,07122341,"C,S,R"
107,07122340,"A,S,I"
107,07122338,"C,E,I"
107,07122337,"S,I"
107,07122336,"A,C,R,S"
107,07122335,"A,E,S"
107,07122334,"I,R,A,S"
107,07122333,"A,R"
107,07122332,"A,S,C,I"
107,07122331,"E,C"
107,07122330,"R,S"
107,07122329,"S,C,R"
107,07122328,"S,I,R"
107,07122327,"S,R"
107,07122326,"S,C,R"
107,07122325,"A,E,R"
107,07122324,"E,S,C"
107,07122323,"R,I,C"
107,07122322,E
107,07122321,"S,A,C"
107,07122320,"A,R,S"
107,07122319,"A,R,S"
107,07122317,"I,S,C"
107,07122316,"A,R,C"
107,07122315,"A,C,R"
107,07122314,"S,A,C"
107,07122313,"I,R,C"
107,07122312,"S,I"
107,07122311,"S,R,C"
107,07122310,"E,S"
107,07122309,"S,E"
107,07122308,"C,E,S"
107,07122307,"A,R,S"
107,07122306,"C,R,S"
107,07122305,"A,E,R,S"
107,07122304,"R,C,I"
107,07122303,"S,A"
107,07122302,"E,R,A"
107,07122277,"A,S,R"
107,07122276,"R,C,S"
107,07122274,"A,R"
107,07122273,"R,A,E"
107,07122272,"C,S,R"
107,07122271,"A,I,R"
107,07122259,"I,C,E"
107,07122258,"R,A,C,S"
107,07122257,"A,R,S"
107,07122256,"E,A,S"
107,07122255,"A,R"
107,07122254,"A,R,S"
107,07122253,"A,S,R"
107,07122252,"A,S,R"
107,07122251,"A,R,I"
107,07122250,"S,I"
107,07122249,"A,R,S"
107,07122248,"A,E"
107,07122247,"S,R"
107,07122246,S
107,07122245,"S,A"
107,07122244,"C,S,R"
107,07122242,"C,R"
107,07122241,"R,A,S"
107,07122240,"C,S,R"
107,07122239,"A,E,S"
107,07122238,"S,E,R"
107,07122237,"C,E,R,S"
107,07122236,"S,A,R"
107,07122235,"S,A,R"
107,07122233,"S,A,C"
107,07122232,"A,S,R"
107,07122231,"A,R"
107,07122230,"R,A"
107,07122229,"A,S,R"
107,07122228,"R,C,A"
107,07122227,"S,R"
107,07122226,"A,I,C"
107,07122225,"C,A,S"
107,07122224,"R,A,C,S"
107,07122223,"S,E,R"
107,07122222,"S,C"
107,07122221,"C,R,S"
107,07122220,"R,I"
107,07122219,"I,A,E,S"
107,07122218,"A,C,R"
107,07122217,"C,A,I,S"
107,07122216,"A,S,R"
107,07122215,"A,S,C"
107,07122214,"E,A,C"
107,07122213,"R,I,S"
107,07122212,"R,A,E"
107,07122210,"S,E,C"
107,07122209,"I,A,C"
107,07122208,"E,I,S"
107,07122207,"E,C"
107,07122205,"A,S,C"
107,07122204,"E,S,A"
107,07122203,"R,S,C"
107,07122202,"I,A,C,E"
107,07122201,"I,S,C,R"
107,07122177,"R,A,I,S"
107,07122176,"S,I,R"
107,07122175,"S,C,E,I"
107,07122173,"I,S,R"
107,07122172,"S,I,R"
107,07122171,"I,A"
107,07122159,"A,S,C"
107,07122158,"A,E,C"
107,07122157,"I,S,A,E"
107,07122156,"A,R,S"
107,07122155,"A,E,S"
107,07122154,"S,C,E"
107,07122153,"A,R,S"
107,07122152,"A,S,E"
107,07122151,"A,R,S"
107,07122150,"I,C,E,S"
107,07122149,"R,S,A"
107,07122148,"A,E,S"
107,07122147,"C,R,I"
107,07122146,"R,S"
107,07122145,"S,R"
107,07122144,"I,C,R,S"
107,07122141,"A,E,S"
107,07122140,"C,I,S"
107,07122139,"R,A,I,S"
107,07122138,"S,A,C"
107,07122137,"S,C,R"
107,07122136,"S,R"
107,07122135,"S,C,R"
107,07122134,"A,R,S"
107,07122132,"A,R"
107,07122130,"A,S,R"
107,07122129,"C,R,S"
107,07122128,"A,E,S"
107,07122127,"A,R,S"
107,07122126,"I,S,R"
107,07122125,"S,A,C"
107,07122124,"R,S,I"
107,07122123,"C,S,A"
107,07122122,"S,A,I"
107,07122121,"S,E"
107,07122120,"A,R,S"
107,07122119,"S,E"
107,07122118,"A,S"
107,07122116,"C,R,S"
107,07122114,"A,E,S"
107,07122113,R
107,07122111,"A,C,S"
107,07122110,"S,R"
107,07122108,"S,C,E"
107,07122107,"A,S,C"
107,07122106,"A,R,S"
107,07122105,"I,R,C"
107,07122104,"R,C,I"
107,07122103,"I,A,C,R"
107,07122102,"A,S,C,I"
107,07122101,"R,C"
107,07121701,"S,C"
107,07121601,"S,R,I"
107,07121358,"R,S"
107,07121357,"S,R"
107,07121356,"S,R,E"
107,07121355,"R,C,S"
107,07121354,"A,E,R"
107,07121353,"R,A,S"
107,07121352,"C,I,R,S"
107,07121351,"C,E"
107,07121350,"C,I,R"
107,07121349,"S,C,E"
107,07121347,"S,E"
107,07121346,"C,E,R"
107,07121345,"A,S"
107,07121343,"A,R"
107,07121342,"S,R,A"
107,07121340,"E,A"
107,07121339,E
107,07121338,"R,A,C,S"
107,07121337,"A,E,S"
107,07121336,"A,R"
107,07121335,"S,C,R"
107,07121332,"S,A,I"
107,07121331,"A,S"
107,07121330,"S,A"
107,07121329,"S,A,E,R"
107,07121328,"S,E"
107,07121327,"I,R,S"
107,07121326,"R,S,E"
107,07121325,"S,C,E"
107,07121324,"A,C,S"
107,07121323,"S,E,R"
107,07121322,"E,C"
107,07121321,"S,A"
107,07121320,"C,E,S"
107,07121319,"S,C"
107,07121318,"A,S,R"
107,07121317,"R,C"
107,07121316,"E,S,C"
107,07121314,"S,R,A"
107,07121313,"S,C,E"
107,07121312,"A,C,E"
107,07121311,"I,E,S"
107,07121310,"S,A,E"
107,07121309,"S,A,R"
107,07121308,"A,R,S"
107,07121307,"C,S,A"
107,07121306,"E,S,C"
107,07121305,"R,S,C"
107,07121304,"C,E,A"
107,07121303,"C,S,E"
107,07121302,"S,E,R"
107,07121301,"R,S,I"
107,07121272,"E,R,C,I"
107,07121271,"I,C,S"
107,07121260,"R,S"
107,07121259,"A,S,C"
107,07121258,"S,A,I"
107,07121257,"A,R,S"
107,07121256,"A,S,C"
107,07121255,"A,C,I"
107,07121254,"A,S"
107,07121253,"A,E,S"
107,07121252,"S,E,A"
107,07121251,"E,A,R,S"
107,07121250,"A,C,R,S"
107,07121249,"C,I,R"
107,07121248,"A,S"
107,07121247,"A,S,E"
107,07121246,"C,E,S"
107,07121245,"S,C,I"
107,07121244,"E,S,A"
107,07121243,"A,E,R"
107,07121242,"S,C,E,R"
107,07121241,"R,A,I"
107,07121240,"A,S,E"
107,07121239,"S,C"
107,07121238,"S,C,E"
107,07121237,"R,A,S"
107,07121236,"I,C,S"
107,07121235,"E,R,S"
107,07121234,"C,R,A,S"
107,07121233,"E,S"
107,07121232,"R,S,C"
107,07121231,"S,C"
107,07121230,"A,C,I,S"
107,07121229,"A,E,S"
107,07121228,"A,E,S"
107,07121227,"S,I,R"
107,07121226,"C,R,A,S"
107,07121225,"R,S"
107,07121224,"R,S"
107,07121223,"C,E,S"
107,07121222,"S,E,A"
107,07121221,"R,I,S"
107,07121220,"I,S"
107,07121219,"S,C,E"
107,07121218,"A,E"
107,07121216,"E,A,S"
107,07121215,"C,E,S"
107,07121214,"A,S"
107,07121213,"S,C,E"
107,07121212,"S,E"
107,07121211,"S,I"
107,07121210,"S,C,E"
107,07121207,"A,C,E,S"
107,07121206,"A,S"
107,07121205,"S,C,R"
107,07121204,"S,A"
107,07121203,"A,C,E,S"
107,07121202,"S,A,E"
107,07121172,"C,I"
107,07121171,"A,S"
107,07121160,"A,S"
107,07121159,"S,E,R"
107,07121158,"S,A,E"
107,07121157,"A,E,R,S"
107,07121156,"R,I,S"
107,07121154,"A,R,S"
107,07121153,"A,C,S"
107,07121152,"R,S,C"
107,07121151,"S,A,I"
107,07121150,"A,S,C,R"
107,07121149,"I,R,A"
107,07121148,"E,S"
107,07121147,"I,A"
107,07121144,"S,A,E"
107,07121143,"E,S,I"
107,07121142,"R,S,A"
107,07121141,"S,R,I"
107,07121140,"A,R,C,S"
107,07121139,"I,R"
107,07121138,"S,A,E"
107,07121137,"S,C,R"
107,07121136,"E,S"
107,07121135,"C,I,R,S"
107,07121134,"A,C,I"
107,07121133,"A,S,C,E"
107,07121132,"S,I,R"
107,07121131,"E,A,S"
107,07121130,"R,S,I"
107,07121129,"R,S"
107,07121128,"E,I"
107,07121127,"A,R"
107,07121126,"S,C,I,R"
107,07121125,"R,I"
107,07121122,"S,R,I"
107,07121121,"S,C,R"
107,07121119,"A,S,R"
107,07121118,"A,E,R"
107,07121117,"A,S,R"
107,07121116,"S,A,E"
107,07121115,"R,I"
107,07121113,"S,A,C,R"
107,07121112,"A,E,I,S"
107,07121110,"S,I"
107,07121109,"S,C,E"
107,07121108,"A,C,S"
107,07121107,"E,I,A,R"
107,07121106,"E,R,S"
107,07121105,"A,E,I"
107,07121104,"A,E"
107,07121103,"S,C,R"
107,07121102,"A,R,E"
107,07117076,"A,C,I,R"
107,07117074,"A,R,I"
107,07117073,"A,I"
107,07117071,"A,E,R,S"
107,07117059,"A,S"
107,07117058,"A,I,R"
107,07117057,"C,S,E,R"
107,07117056,"A,I,E"
107,07117055,"S,A,I"
107,07117054,"S,A,C"
107,07117053,"S,A,R"
107,07117052,"S,A"
107,07117051,"A,S,C"
107,07117050,"A,E,S"
107,07117048,"A,I,R,S"
107,07117047,"S,R"
107,07117046,R
107,07117045,"A,C,E,I,R,S"
107,07117044,"S,A,C"
107,07117043,"A,S,E"
107,07117042,"S,C,R"
107,07117041,"S,C,I"
107,07117040,"I,R"
107,07117039,"R,A,C"
107,07117038,"S,I,R"
107,07117037,"S,A,R"
107,07117033,"A,S,C,I"
107,07117032,"A,R,S"
107,07117030,"S,C,I"
107,07117028,"E,R,S"
107,07117027,"R,C,I"
107,07117025,"I,C"
107,07117024,"R,S,I"
107,07117023,"S,C"
107,07117022,"A,I,S"
107,07117021,"S,A"
107,07117020,"A,I"
107,07117019,"C,A,I"
107,07117018,"I,R"
107,07117017,"C,I,R"
107,07117016,"R,A,S"
107,07117013,"A,I,S"
107,07117012,"S,R"
107,07117011,"A,C,R,S"
107,07117010,"R,S"
107,07117009,"A,R,S"
107,07117008,"A,S"
107,07117007,"S,A,C"
107,07117006,"A,R"
107,07117005,"A,I,C,S"
107,07117004,"A,C,I,R"
107,07117003,"A,C,S"
107,07117002,"E,R"
107,07116277,"R,A,C"
107,07116271,"S,A"
107,07116261,"C,S,E,R"
107,07116260,"A,R"
107,07116259,"S,C"
107,07116258,"A,S,C,R"
107,07116257,"S,A,R"
107,07116256,"S,A"
107,07116255,"R,S,I"
107,07116254,"S,C,R"
107,07116253,"S,A,E"
107,07116252,"A,C,R"
107,07116251,"S,R,C"
107,07116250,"S,C"
107,07116249,"I,S,R"
107,07116247,"A,S,R"
107,07116245,"A,R,S"
107,07116244,"R,S,I"
107,07116243,"A,S,C"
107,07116242,"S,A,I,R"
107,07116241,"A,S"
107,07116240,"E,R,S"
107,07116239,"C,A"
107,07116238,"C,I,R"
107,07116237,"A,R,S"
107,07116236,"S,E"
107,07116235,"C,S,A,I"
107,07116233,S
107,07116232,"E,S,R"
107,07116231,"S,C,R"
107,07116230,"S,A,R"
107,07116229,"S,R"
107,07116228,"A,I,R"
107,07116227,"R,A,C"
107,07116226,"C,R,S"
107,07116223,"A,E,R"
107,07116221,"I,S,C,R"
107,07116220,"S,R"
107,07116219,"R,S,I"
107,07116218,"A,C,E,I,S,R"
107,07116217,"S,I,R"
107,07116216,"R,S,E"
107,07116215,"S,A,R"
107,07116214,"C,A,I"
107,07116213,"S,E,R"
107,07116212,"C,S,R"
107,07116210,"S,A,C"
107,07116209,"A,S,R"
107,07116208,"E,S,C,R"
107,07116207,"S,E,A"
107,07116206,"C,E,I,R"
107,07116205,"S,A,R"
107,07116204,"S,C,R"
107,07116203,"S,A,I"
107,07116202,"S,C,R"
107,07116201,"C,S"
107,07116177,"S,I"
107,07116176,"S,A,R"
107,07116174,"S,I"
107,07116171,"S,I,R"
107,07116162,"C,S"
107,07116160,"S,A,E"
107,07116159,"A,R,S"
107,07116158,"S,E"
107,07116157,"S,C,R"
107,07116156,"S,I"
107,07116155,"S,A,C,E"
107,07116154,"S,R"
107,07116153,"S,R,I"
107,07116152,E
107,07116151,"S,C,E"
107,07116150,"S,A,C,R"
107,07116148,S
107,07116147,"S,I,R"
107,07116146,"I,S,R"
107,07116145,"S,A,R"
107,07116144,"A,R,S"
107,07116143,"S,A,R"
107,07116142,"S,E,C"
107,07116141,"R,I,A"
107,07116140,"S,E,C"
107,07116137,"S,C,R"
107,07116136,"S,I,R"
107,07116135,"R,C,I"
107,07116134,"S,I,C"
107,07116133,"R,I,S"
107,07116132,"I,R,S"
107,07116131,"S,A,R"
107,07116130,"A,R,S"
107,07116129,"C,I,S"
107,07116127,"S,E,R"
107,07116126,"E,R,S"
107,07116125,"S,E,A"
107,07116124,"S,C,E"
107,07116123,"S,R,I"
107,07116122,"S,R"
107,07116121,"R,I,C"
107,07116120,"E,A,S"
107,07116119,"A,C,S"
107,07116117,"C,S,I"
107,07116116,"C,E,R,S"
107,07116115,"C,I,S"
107,07116114,"C,A,I"
107,07116113,"A,S,R"
107,07116112,"C,I,R"
107,07116111,"S,A,R"
107,07116110,"R,S,A,E"
107,07116108,"A,R"
107,07116107,"A,S"
107,07116106,"I,S"
107,07116105,"A,S"
107,07116103,"R,C,E,S"
107,07116102,"E,R,S"
107,07116101,"A,S,I"
107,07115272,S
107,07115271,"S,A,E,I"
107,07115260,"S,I"
107,07115259,"I,C,R"
107,07115258,"S,A"
107,07115257,"S,C"
107,07115256,"C,S,R"
107,07115255,"S,C,I"
107,07115254,"S,A,C"
107,07115253,"S,A,C,I"
107,07115252,"C,R,S"
107,07115251,"S,R,C"
107,07115250,"R,C,S"
107,07115249,"S,C,E"
107,07115248,"E,S,A,C"
107,07115247,"A,E,R,S"
107,07115246,"S,C,E"
107,07115245,"E,S,A"
107,07115244,"A,C,R,S"
107,07115243,"S,A"
107,07115242,"S,A,R"
107,07115241,"A,E,I"
107,07115239,"C,R,S"
107,07115238,"A,S,R"
107,07115237,"R,S,E"
107,07115236,"A,S"
107,07115235,"S,C"
107,07115234,"C,I,R,S"
107,07115233,"R,C,S"
107,07115232,S
107,07115231,"S,C,A"
107,07115230,"S,A,C"
107,07115229,"S,C"
107,07115228,"A,C,S"
107,07115227,"A,R,S"
107,07115225,"C,S,E"
107,07115223,"R,C,S"
107,07115222,"S,A,I"
107,07115221,"R,A,C,S"
107,07115220,"S,R"
107,07115219,"S,A,R"
107,07115218,"S,R"
107,07115217,"A,S"
107,07115216,"S,A,I,R"
107,07115214,"C,S,E,R"
107,07115213,"E,S,C"
107,07115211,"S,C"
107,07115210,"R,S,A"
107,07115209,"S,C,R"
107,07115208,"S,A,E"
107,07115207,"R,S,A"
107,07115206,"A,S,C"
107,07115205,"S,A,C,I"
107,07115204,"C,E,S"
107,07115203,"S,A,R"
107,07115202,"A,S,I"
107,07115201,"A,S"
107,07115172,"S,R"
107,07115161,"A,S,I"
107,07115160,"C,R,S"
107,07115159,"E,A,S"
107,07115158,"A,S,E,R"
107,07115157,"E,S"
107,07115156,"A,C"
107,07115154,"S,A,C"
107,07115153,"C,A,S"
107,07115152,"S,A"
107,07115150,"C,E,R,S"
107,07115149,"C,E"
107,07115148,"I,A,R,S"
107,07115147,"I,C,S"
107,07115146,"A,E,I"
107,07115145,"A,S"
107,07115144,S
107,07115143,"S,I"
107,07115142,"R,A,C,I"
107,07115141,"A,R,S"
107,07115140,"A,C,I"
107,07115139,"S,R,C"
107,07115138,"S,A"
107,07115137,"S,A,R"
107,07115136,"S,C"
107,07115135,"E,S,C"
107,07115133,R
107,07115132,"A,S,I"
107,07115131,"C,R,S"
107,07115130,"S,C"
107,07115129,"A,C,I,S"
107,07115128,"A,S,C"
107,07115127,"R,I"
107,07115126,"A,C,I,R"
107,07115124,"I,R,S"
107,07115123,"E,R"
107,07115122,"S,A,C"
107,07115120,"S,E"
107,07115119,"A,E,I"
107,07115116,"S,C"
107,07115115,"C,S,I"
107,07115114,"C,E,S"
107,07115113,"C,I,R"
107,07115112,"I,A"
107,07115111,"C,R"
107,07115109,"A,E,S"
107,07115108,"C,I,R"
107,07115107,"A,I"
107,07115106,"S,C,I"
107,07115105,"C,S,E,I"
107,07115104,"C,I,S"
107,07115102,"S,A,E"
107,07115101,"S,C"
107,07114259,"S,E,R"
107,07114258,"S,C,E,R"
107,07114257,"S,C,R"
107,07114256,"C,I"
107,07114255,"C,S,A"
107,07114254,"R,A,C,I"
107,07114253,"S,C,E"
107,07114252,"C,S,R"
107,07114251,"C,S,R"
